,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
407150,04/13/2020 08:30:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.822720655, -87.697976489)",1,0,0
206914,05/02/2003 12:00:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.812373584, -87.604432822)",1,0,0
69371,01/03/2023 06:30:00 PM,AUTOMOBILE,STREET,False,8.0,14.0,63.0,"(41.789007582, -87.698551509)",1,0,0
352886,12/05/2014 06:25:00 AM,AUTOMOBILE,STREET,False,8.0,23.0,57.0,"(41.803650108, -87.732032707)",1,0,0
331911,12/13/2012 11:20:00 PM,AUTOMOBILE,STORE,False,7.0,16.0,68.0,"(41.786499587, -87.649815884)",1,0,0
231570,09/02/2004 12:00:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.841947905, -87.72448859)",1,0,0
215817,09/12/2003 07:40:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,2.0,28.0,"(41.864693143, -87.666333791)",1,0,0
90236,08/29/2006 03:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.688082852, -87.616886881)",1,0,0
209420,08/09/2003 11:00:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.80890316, -87.618139193)",1,0,0
344761,03/27/2014 01:00:00 AM,AUTOMOBILE,HOUSE,False,3.0,5.0,69.0,"(41.765237531, -87.603100841)",1,0,0
185977,07/24/2002 06:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,12.0,30.0,"(41.84647251, -87.693564881)",1,0,0
9768,11/03/2023 12:00:00 PM,AUTOMOBILE,STREET,False,22.0,19.0,75.0,"(41.687486613, -87.670265205)",1,0,0
227946,04/29/2004 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,26.0,22.0,"(41.921369857, -87.716899656)",1,0,0
344078,04/10/2014 06:45:00 PM,AUTOMOBILE,STREET,False,7.0,17.0,68.0,"(41.767903127, -87.650548511)",1,0,0
4533,09/17/2005 10:40:00 PM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.895969148, -87.628183922)",1,0,0
127055,10/13/2008 05:00:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,29.0,"(41.870022075, -87.709224109)",1,0,0
271983,10/14/2009 10:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.915082281, -87.687346933)",1,0,0
37614,12/09/2020 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.756035228, -87.618264667)",1,0,0
53075,06/22/2022 11:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.74930321, -87.614267988)",1,0,0
409145,05/09/2020 01:30:00 AM,AUTOMOBILE,STREET,False,25.0,36.0,19.0,"(41.918753276, -87.746499367)",1,0,0
61611,02/14/2023 10:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,16.0,"(41.950913879, -87.706711516)",1,1,0
322129,07/03/2012 09:30:00 PM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.89883952, -87.686922956)",1,0,0
405004,11/29/2019 10:45:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.849604126, -87.658628684)",1,0,0
245833,02/13/2005 05:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.745231305, -87.642096837)",1,0,0
123985,06/29/2008 11:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.820194919, -87.692854316)",1,0,0
312491,11/01/2011 07:30:00 AM,AUTOMOBILE,STREET,False,17.0,30.0,16.0,"(41.945182914, -87.732178633)",1,0,0
123912,06/28/2008 09:00:00 PM,AUTOMOBILE,STREET,False,18.0,43.0,8.0,"(41.909432064, -87.649461193)",1,0,0
144128,08/13/2023 12:10:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.736242866, -87.572062941)",1,0,0
262154,03/04/2009 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,5.0,9.0,53.0,"(41.673243918, -87.620367695)",1,0,0
312269,12/03/2011 11:00:00 AM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.900887827, -87.754516465)",1,0,0
401916,02/29/2020 11:20:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,18.0,"(41.930813271, -87.801524955)",1,0,1
91348,08/28/2006 11:54:44 AM,AUTOMOBILE,PARKINGZONE,False,22.0,21.0,71.0,"(41.735099535, -87.644418431)",1,1,0
339698,08/29/2013 05:00:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.690209699, -87.618206966)",1,0,0
261366,11/25/2008 06:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.90807059, -87.764620387)",1,0,0
359697,08/30/2015 02:00:00 AM,AUTOMOBILE,STREET,False,24.0,48.0,77.0,"(41.992678781, -87.664079551)",1,0,0
314590,12/05/2011 09:30:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.743152848, -87.657611684)",1,0,0
378949,05/29/2017 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,63.0,"(41.786456999, -87.690451166)",1,0,0
121691,05/30/2008 08:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,17.0,71.0,"(41.750056418, -87.64402766)",1,0,0
217802,03/21/2004 02:00:00 PM,AUTOMOBILE,PARKINGZONE,False,17.0,30.0,21.0,"(41.941105979, -87.727144609)",1,0,0
26139,07/14/2024 09:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.78366417, -87.688645773)",1,0,0
38124,05/22/2021 03:35:00 PM,AUTOMOBILE,STORE,False,24.0,50.0,2.0,"(41.998213093, -87.694784316)",1,0,0
407100,07/01/2020 07:00:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.763733471, -87.689336498)",1,0,0
353500,03/27/2015 04:00:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.836847323, -87.727274475)",1,0,0
225737,04/20/2004 09:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,69.0,"(41.7734645, -87.622726926)",1,0,0
38543,01/12/2022 09:30:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.848895095, -87.718579587)",1,0,0
69867,09/25/2022 01:40:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.886360375, -87.761753818)",1,0,0
16051,02/03/2024 10:00:00 AM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.7878481, -87.63403424)",1,0,0
119247,05/01/2008 08:30:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.786340899, -87.697697798)",1,0,0
301025,03/30/2011 11:40:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,59.0,"(41.824731616, -87.665460931)",1,0,0
266200,05/16/2009 04:30:00 AM,AUTOMOBILE,STREET,False,8.0,14.0,63.0,"(41.791169163, -87.708394447)",1,0,0
130607,08/07/2008 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.800679944, -87.685442177)",1,0,0
306794,10/02/2011 10:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.913008272, -87.667756157)",1,0,0
234854,09/30/2004 11:00:00 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,5.0,34.0,53.0,"(41.660784819, -87.646543193)",1,0,1
234208,07/31/2004 01:30:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,23.0,62.0,"(41.79826919, -87.723303209)",1,0,0
376959,03/19/2017 09:00:00 AM,AUTOMOBILE,STREET,False,7.0,16.0,67.0,"(41.783220355, -87.65633685)",1,0,1
327107,12/21/2012 10:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.807128654, -87.686840708)",1,0,0
356714,04/08/2015 02:00:00 PM,AUTOMOBILE,STREET,False,5.0,6.0,49.0,"(41.719967522, -87.620151827)",1,1,0
221465,12/23/2003 03:30:00 AM,AUTOMOBILE,STREET,False,9.0,3.0,37.0,"(41.798685113, -87.633105931)",1,0,0
100773,05/26/2007 11:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,7.0,46.0,"(41.736801203, -87.561145235)",1,0,0
257445,10/07/2008 05:09:50 PM,AUTOMOBILE,STREET,False,11.0,28.0,26.0,"(41.885102764, -87.725794037)",1,0,1
264259,07/20/2009 06:30:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.686471447, -87.637351746)",1,0,0
58972,01/02/2023 07:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,14.0,56.0,"(41.797235429, -87.78440027)",1,1,0
67223,01/03/2023 09:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.709753861, -87.647772834)",1,0,0
301875,03/12/2011 06:00:00 PM,AUTOMOBILE,STREET,False,19.0,47.0,6.0,"(41.953473036, -87.664192085)",1,0,0
267823,07/09/2009 07:33:00 PM,"TRUCK, BUS, MOTOR HOME",PARK,False,3.0,5.0,42.0,"(41.782257952, -87.575607032)",1,0,0
75596,03/07/2006 08:40:00 AM,AUTOMOBILE,Alcohol,False,8.0,13.0,70.0,"(41.748176108, -87.727709758)",1,0,0
317926,11/01/2011 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,8.0,13.0,65.0,"(41.755635034, -87.732393134)",1,0,0
37688,12/10/2020 04:00:00 AM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.778992484, -87.631817016)",1,0,0
389380,04/07/2018 09:30:00 PM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(41.994149091, -87.686478103)",1,0,0
307019,09/19/2011 04:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,9.0,11.0,34.0,"(41.845467044, -87.635869775)",1,0,0
284322,07/06/2010 11:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,14.0,1.0,24.0,"(41.90835136, -87.668238031)",1,0,0
41805,01/23/2022 03:00:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,68.0,"(41.766637378, -87.637182455)",1,0,0
62495,01/23/2023 04:30:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.711403445, -87.647813906)",1,1,0
49913,08/19/2022 02:00:00 AM,AUTOMOBILE,STREET,False,12.0,26.0,24.0,"(41.896558839, -87.699188182)",1,1,0
322007,04/16/2012 07:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.750156539, -87.658582671)",1,0,0
330491,01/12/2013 02:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.845171846, -87.638328272)",1,0,0
392869,02/03/2019 01:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.830871136, -87.631500365)",1,0,0
360714,09/30/2015 10:00:00 PM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.88895519, -87.714904997)",1,0,0
299058,02/19/2011 04:30:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.812741508, -87.694340847)",1,0,0
328542,12/14/2012 10:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.716950161, -87.656219663)",1,0,0
387982,08/03/2018 09:00:00 PM,AUTOMOBILE,STREET,False,16.0,45.0,15.0,"(41.960738571, -87.764784692)",1,0,0
230955,07/30/2004 07:00:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.882102214, -87.648540871)",1,0,0
279069,04/02/2010 01:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,26.0,"(41.880172565, -87.728102753)",1,0,0
315303,01/06/2012 06:00:00 PM,AUTOMOBILE,STREET,False,20.0,40.0,2.0,"(41.98679707, -87.692290556)",1,0,0
266977,07/05/2009 12:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.921430207, -87.737692868)",1,0,0
273300,11/28/2009 08:00:00 AM,AUTOMOBILE,STREET,False,14.0,32.0,22.0,"(41.919410525, -87.685017839)",1,0,0
81393,01/15/2006 03:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,10.0,12.0,30.0,"(41.844578321, -87.70187809)",1,0,0
370426,11/06/2016 07:30:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.905839998, -87.758652261)",1,1,0
399053,03/29/2019 11:00:00 PM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.878697564, -87.755003172)",1,0,0
90884,12/14/2006 07:30:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.677884413, -87.635540779)",1,0,0
253033,08/07/2005 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,19.0,"(41.935337433, -87.772463791)",1,0,0
176913,04/17/2002 11:55:00 AM,AUTOMOBILE,STREET,False,12.0,2.0,28.0,"(41.876227971, -87.674545335)",1,0,0
258408,11/27/2008 09:06:22 AM,AUTOMOBILE,STREET,False,4.0,10.0,46.0,"(41.734638029, -87.554136686)",1,0,0
302564,06/15/2011 05:00:00 PM,AUTOMOBILE,HOUSE,False,11.0,28.0,27.0,"(41.87490098, -87.694680396)",1,0,0
94230,12/07/2006 08:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,2.0,27.0,"(41.87105277, -87.697013438)",1,0,0
120529,04/28/2008 08:30:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,41.0,"(41.796778854, -87.593427889)",1,0,0
56690,03/27/2023 11:00:00 PM,AUTOMOBILE,PARKINGZONE,False,1.0,3.0,33.0,"(41.866937617, -87.624141504)",1,0,0
328502,10/14/2012 07:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,19.0,"(41.927420999, -87.779952583)",1,0,0
227326,06/21/2004 07:30:00 AM,AUTOMOBILE,STREET,False,16.0,45.0,11.0,"(41.969365344, -87.764024024)",1,0,0
228754,03/24/2004 12:00:00 PM,"TRUCK, BUS, MOBILE HOME",PARKINGZONE,False,8.0,13.0,64.0,"(41.779295367, -87.761766981)",1,0,1
313367,11/21/2011 09:10:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,6.0,44.0,"(41.745589016, -87.617600074)",1,0,0
299617,04/02/2011 07:30:00 AM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,6.0,21.0,44.0,"(41.735857166, -87.624152861)",1,0,0
239820,11/08/2004 12:00:00 AM,AUTOMOBILE,PARKINGZONE,False,2.0,20.0,40.0,"(41.792367854, -87.617534618)",1,0,0
85305,05/12/2006 07:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.773120341, -87.566637641)",1,0,0
276057,01/01/2010 06:40:00 PM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.798877976, -87.684165718)",1,0,0
48833,05/06/2022 03:00:00 AM,AUTOMOBILE,HOUSE,False,7.0,6.0,68.0,"(41.762577764, -87.642962656)",1,0,0
360336,08/19/2015 08:30:00 PM,AUTOMOBILE,CAR,False,6.0,17.0,69.0,"(41.757503829, -87.631233774)",1,0,0
391846,09/30/2018 08:30:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.875807885, -87.750663394)",1,0,0
65791,10/12/2022 12:01:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.861050104, -87.705515544)",1,0,0
18280,03/07/2024 01:00:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.94541319, -87.653432657)",1,0,1
403383,12/12/2019 06:00:00 PM,AUTOMOBILE,STREET,False,9.0,15.0,58.0,"(41.813302844, -87.693132074)",1,0,0
191669,01/02/2003 04:45:00 PM,AUTOMOBILE,STREET,False,14.0,26.0,23.0,"(41.91271928, -87.710149327)",1,1,0
283326,08/11/2010 04:00:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.72727273, -87.573044393)",1,0,0
287802,11/27/2010 01:00:00 AM,AUTOMOBILE,STREET,False,12.0,1.0,24.0,"(41.896029174, -87.670037113)",1,0,0
305453,07/23/2011 12:23:00 AM,AUTOMOBILE,STREET,False,16.0,41.0,10.0,"(41.975505706, -87.805709819)",1,0,0
347297,04/10/2014 08:00:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,45.0,"(41.738880269, -87.575402695)",1,0,0
379253,06/05/2017 08:15:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.731608618, -87.656864409)",1,0,1
122024,06/12/2008 07:00:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.944358853, -87.662199556)",1,0,0
331183,09/07/2012 01:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.799175377, -87.746594062)",1,0,0
239437,11/16/2004 10:20:00 PM,AUTOMOBILE,STREET,False,20.0,40.0,2.0,"(41.984013575, -87.693116618)",1,0,0
264970,05/30/2009 07:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,8.0,46.0,"(41.749856454, -87.570685453)",1,0,0
325426,12/20/2012 12:00:00 AM,AUTOMOBILE,STREET,False,19.0,32.0,5.0,"(41.941344376, -87.682465364)",1,0,0
207949,05/14/2003 05:00:00 PM,AUTOMOBILE,STREET,False,12.0,2.0,28.0,"(41.880999805, -87.654681445)",1,0,0
124573,09/15/2008 04:00:00 PM,AUTOMOBILE,STREET,False,4.0,10.0,46.0,"(41.74411277, -87.550306517)",1,0,0
62618,01/27/2023 04:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,18.0,65.0,"(41.754592961, -87.741528537)",1,1,0
182333,05/26/2002 02:00:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.852540231, -87.728021961)",1,0,0
375788,06/03/2017 03:34:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.896820949, -87.746960986)",1,0,1
100262,01/28/2007 07:00:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.749136883, -87.693824979)",1,0,0
312576,01/02/2012 02:00:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.761746531, -87.705186955)",1,0,0
289011,12/08/2010 01:55:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,3.0,5.0,43.0,"(41.772899106, -87.583848295)",1,0,0
317771,02/15/2012 12:40:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.779767855, -87.711148606)",1,0,0
26108,07/14/2024 08:00:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.906696005, -87.755878347)",1,0,0
363249,10/19/2015 12:00:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,46.0,"(41.736812455, -87.563640221)",1,0,0
179312,04/05/2002 03:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.915691155, -87.695137302)",1,0,0
25223,06/29/2024 03:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,40.0,"(41.79753441, -87.62091712)",1,0,0
76620,01/23/2006 09:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,64.0,"(41.776027198, -87.750896523)",1,0,0
137361,04/28/2023 01:00:00 PM,AUTOMOBILE,PARKINGZONE,False,2.0,5.0,39.0,"(41.803181616, -87.585432024)",1,0,0
208423,05/30/2003 09:15:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,22.0,30.0,"(41.840244514, -87.715899021)",1,0,0
87502,06/28/2006 10:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.743058008, -87.622783807)",1,0,0
1475,12/27/2005 04:00:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,47.0,"(41.728539287, -87.598574613)",1,0,0
77164,04/25/2006 06:40:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,25.0,31.0,"(41.852385211, -87.66116514)",1,0,0
8750,10/22/2023 01:40:00 PM,AUTOMOBILE,STREET,False,3.0,6.0,69.0,"(41.764023309, -87.607234584)",1,0,0
102100,04/23/2007 12:30:00 AM,AUTOMOBILE,PARKINGZONE,False,8.0,23.0,62.0,"(41.800385396, -87.723371159)",1,0,0
408766,09/11/2020 12:01:00 AM,AUTOMOBILE,PARKINGZONE,False,2.0,4.0,36.0,"(41.823641056, -87.603057627)",1,0,0
286609,08/30/2010 01:00:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.753792676, -87.623057564)",1,0,0
271099,08/23/2009 10:00:00 PM,AUTOMOBILE,HOUSE,False,2.0,4.0,39.0,"(41.809041065, -87.60169024)",1,0,0
256984,06/27/2005 05:05:04 PM,AUTOMOBILE,PARKINGZONE,False,20.0,48.0,3.0,"(41.970735361, -87.659716367)",1,0,0
252097,09/11/2005 03:00:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,27.0,24.0,"(41.890080492, -87.648209596)",1,0,0
238979,12/20/2004 04:00:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.005321793, -87.673653009)",1,0,0
11426,11/23/2023 02:00:00 PM,AUTOMOBILE,STREET,False,1.0,4.0,32.0,"(41.86850963, -87.625849698)",1,1,0
26979,07/27/2024 04:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.860143802, -87.720116444)",1,0,0
367103,06/16/2016 02:45:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.945466899, -87.663974392)",1,0,0
287889,12/20/2010 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.904009224, -87.760226229)",1,0,0
448,09/10/2023 04:30:00 AM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.92415554, -87.702302976)",1,0,0
63851,03/27/2023 01:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,25.0,"(41.902725055, -87.76689023)",1,0,0
8983,10/26/2023 04:31:00 PM,AUTOMOBILE,HOUSE,False,8.0,18.0,70.0,"(41.751535154, -87.708240313)",1,1,0
339824,10/29/2013 12:00:00 PM,AUTOMOBILE,STREET,False,25.0,35.0,22.0,"(41.923596202, -87.720633655)",1,0,0
237795,11/07/2004 04:15:00 PM,AUTOMOBILE,PARKINGZONE,False,14.0,1.0,22.0,"(41.929743818, -87.684273777)",1,0,0
18778,04/17/2024 07:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.844157406, -87.658737293)",1,0,0
271461,08/19/2009 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.737710677, -87.715086785)",1,0,0
81924,06/16/2006 12:00:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.924437424, -87.730767603)",1,0,0
177291,05/08/2002 08:00:00 AM,AUTOMOBILE,STREET,False,14.0,26.0,22.0,"(41.922805175, -87.714365104)",1,0,0
284084,04/28/2010 11:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,8.0,48.0,"(41.734312414, -87.576866951)",1,0,0
128539,07/28/2008 07:00:00 AM,AUTOMOBILE,STREET,False,18.0,43.0,7.0,"(41.9248329, -87.635814445)",1,0,0
56004,05/31/2022 07:15:00 PM,AUTOMOBILE,STREET,False,18.0,43.0,7.0,"(41.924776249, -87.647823816)",1,0,0
355529,01/19/2015 03:30:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,50.0,"(41.692833841, -87.60431945)",1,0,1
280408,03/19/2010 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.82474286, -87.688072405)",1,0,0
234745,08/22/2004 07:30:00 PM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.989951519, -87.663688782)",1,0,0
330037,01/07/2013 09:00:00 PM,AUTOMOBILE,STREET,False,25.0,36.0,19.0,"(41.933536251, -87.788216619)",1,0,0
251121,02/24/2005 10:30:00 AM,"TRUCK, BUS, MOTOR HOME",STORE,False,9.0,16.0,61.0,"(41.802238401, -87.664795994)",1,0,0
30519,12/27/2005 11:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.769295727, -87.581309548)",1,0,0
104989,05/09/2007 10:00:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.699555312, -87.613559145)",1,0,0
302136,06/17/2011 05:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,61.0,"(41.807929645, -87.677101538)",1,0,0
190885,11/16/2002 01:00:00 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,10.0,22.0,30.0,"(41.84214767, -87.711069456)",1,0,1
245861,04/27/2005 07:00:00 PM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.982777739, -87.656591889)",1,0,0
365293,05/08/2016 09:30:00 PM,AUTOMOBILE,HOUSE,False,14.0,1.0,22.0,"(41.917498227, -87.696372212)",1,0,0
375601,11/10/2016 06:20:00 AM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.792038576, -87.797363696)",1,0,0
106645,07/27/2007 06:55:55 PM,AUTOMOBILE,STREET,False,5.0,8.0,50.0,"(41.719865801, -87.598347424)",1,0,1
7471,10/08/2023 05:00:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.754635641, -87.55088962)",1,0,0
384293,08/17/2017 09:30:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,46.0,"(41.748950593, -87.571062634)",1,0,0
92789,09/15/2006 10:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,38.0,"(41.820294173, -87.61279561)",1,0,0
24382,06/11/2024 07:30:00 AM,AUTOMOBILE,STREET,False,2.0,5.0,41.0,"(41.79068418, -87.58669941)",1,0,0
315499,01/09/2012 03:00:00 PM,AUTOMOBILE,STREET,False,7.0,17.0,68.0,"(41.765154866, -87.64757925)",1,0,0
113651,03/07/2008 07:00:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.856380267, -87.704173681)",1,0,0
38826,01/17/2022 08:00:00 AM,AUTOMOBILE,PARKINGZONE,False,17.0,39.0,13.0,"(41.981808218, -87.71126356)",1,0,0
325080,07/19/2012 12:08:00 AM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.894009033, -87.751460291)",1,0,0
304480,06/26/2011 06:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,8.0,13.0,65.0,"(41.77511087, -87.716252834)",1,0,0
132883,07/12/2023 09:30:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.006919049, -87.677989209)",1,1,0
256189,07/20/2005 12:20:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.925012581, -87.69009096)",1,0,0
270033,09/09/2009 08:51:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.906440678, -87.750965363)",1,0,0
122654,06/26/2008 07:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.748486806, -87.667314525)",1,0,0
381422,11/21/2017 11:30:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.885535116, -87.654989672)",1,0,0
242468,12/11/2004 02:40:00 PM,AUTOMOBILE,PARKINGZONE,False,9.0,12.0,61.0,"(41.817570192, -87.665183168)",1,0,0
72944,11/30/2005 12:45:00 AM,AUTOMOBILE,CAR,False,14.0,1.0,24.0,"(41.9090189, -87.677422819)",1,0,0
202512,04/17/2003 10:30:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,25.0,"(41.890503715, -87.744282609)",1,0,0
40175,02/03/2022 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,1.0,42.0,32.0,"(41.886237872, -87.615745896)",1,0,0
132926,06/25/2023 08:50:00 PM,AUTOMOBILE,STREET,False,9.0,16.0,61.0,"(41.794798491, -87.67762423)",1,1,0
